id,date,price,bedrooms,bathrooms,sqft_living,sqft_lot,floors,waterfront,view,condition,grade,sqft_above,sqft_basement,yr_built,yr_renovated,zipcode,lat,long,sqft_living15,sqft_lot15
3303700376,2014-12-01,667000.0,3,1,1400.0,1581.0,1,NO,NONE,Very Good,8,1400.0,0.0,1909,0,98112,47.6221,-122.314,1860.0,3861.0
1873100390,2015-03-02,719000.0,4,2,2570.0,7173.0,2,NO,NONE,Average,8,2570.0,0.0,2005,0,98052,47.7073,-122.11,2630.0,6026.0
8562750320,2014-11-10,580500.0,3,2,2320.0,3980.0,2,NO,NONE,Average,8,2320.0,0.0,2003,0,98027,47.5391,-122.07,2580.0,3980.0
2426039314,2014-12-01,280000.0,2,1,1190.0,1265.0,3,NO,NONE,Average,7,1190.0,0.0,2005,0,98133,47.7274,-122.357,1390.0,1756.0
461000390,2014-06-24,687500.0,4,1,2330.0,5000.0,1,NO,NONE,Good,7,1510.0,820.0,1929,0,98117,47.6823,-122.368,1460.0,5000.0
7589200193,2014-11-10,535000.0,3,1,1090.0,3000.0,1,NO,NONE,Good,8,1090.0,0.0,1929,0,98117,47.6889,-122.375,1570.0,5080.0
7955080270,2014-12-03,322500.0,4,2,2060.0,6659.0,1,NO,NONE,Average,7,1280.0,780.0,1981,0,98058,47.4276,-122.157,2020.0,8720.0
9547205180,2014-06-13,696000.0,3,2,2300.0,3060.0,1,NO,NONE,Average,8,1510.0,790.0,1930,2002,98115,47.6827,-122.31,1590.0,3264.0
9435300030,2014-05-28,550000.0,4,1,1660.0,34848.0,1,NO,NONE,Poor,5,930.0,730.0,1933,0,98052,47.6621,-122.132,2160.0,11467.0
2768000400,2014-12-30,640000.0,4,2,2360.0,6000.0,2,NO,NONE,Good,8,2360.0,0.0,1904,0,98107,47.6702,-122.362,1730.0,4700.0
7895500070,2015-02-13,240000.0,4,1,1220.0,8075.0,1,NO,NONE,Fair,7,890.0,330.0,1969,0,98001,47.3341,-122.282,1290.0,7800.0
2078500320,2014-06-20,605000.0,4,2,2620.0,7553.0,2,NO,NONE,Average,8,2620.0,0.0,1996,0,98056,47.5301,-122.18,2620.0,11884.0
7766200013,2014-08-11,775000.0,4,2,4220.0,24186.0,1,NO,NONE,Average,8,2600.0,1620.0,1984,0,98166,47.445,-122.347,2410.0,30617.0
7203220400,2014-07-07,861990.0,5,2,3595.0,5639.0,2,NO,NONE,Average,9,3595.0,,2014,0,98053,47.6848,-122.016,3625.0,5639.0
9270200160,2014-10-28,685000.0,3,1,1570.0,2280.0,2,NO,NONE,Average,7,1570.0,0.0,1922,0,98119,47.6413,-122.364,1580.0,2640.0
1432701230,2014-07-29,309000.0,3,1,1280.0,9656.0,1,NO,NONE,Good,6,920.0,360.0,1959,0,98058,47.4485,-122.175,1340.0,8808.0
8945200830,2015-03-25,210490.0,3,1,990.0,8528.0,1,NO,NONE,Average,6,990.0,0.0,1966,0,98023,47.3066,-122.371,1228.0,8840.0
4178300310,2014-07-16,785000.0,4,2,2290.0,13416.0,2,NO,NONE,Good,9,2290.0,0.0,1981,0,98007,47.6194,-122.151,2680.0,13685.0
9215400105,2015-04-28,450000.0,3,1,1250.0,5963.0,1,NO,NONE,Good,7,1250.0,0.0,1953,0,98115,47.6796,-122.301,970.0,5100.0
822039084,2015-03-11,1350000.0,3,2,2753.0,65005.0,1,YES,AVERAGE,Very Good,9,2165.0,588.0,1953,0,98070,47.4041,-122.451,2680.0,72513.0
5245600105,2014-09-16,228000.0,3,1,1190.0,9199.0,1,NO,NONE,Average,7,1190.0,0.0,1955,0,98148,47.4258,-122.322,1190.0,9364.0
7231300125,2015-02-17,345000.0,5,2,3150.0,9134.0,1,NO,NONE,Good,8,1640.0,1510.0,1966,0,98056,47.4934,-122.189,1990.0,9133.0
3626039271,2015-02-05,585000.0,2,1,1980.0,8550.0,1,NO,NONE,Average,7,990.0,990.0,1981,0,98117,47.6989,-122.369,1480.0,6738.0
4217401195,2015-03-03,920000.0,5,2,2730.0,6000.0,1,NO,NONE,Average,8,2130.0,600.0,1927,0,98105,47.6571,-122.281,2730.0,6000.0
2799800710,2015-04-07,301000.0,3,2,2420.0,4750.0,2,NO,NONE,Average,8,2420.0,0.0,2003,0,98042,47.3663,-122.122,2690.0,4750.0
8079040320,2015-02-23,430000.0,4,3,1850.0,9976.0,2,NO,NONE,Average,8,1850.0,0.0,1991,0,98059,47.5059,-122.149,2270.0,8542.0
9558200045,2014-08-28,289000.0,3,1,1260.0,8400.0,1,NO,NONE,Average,7,1260.0,0.0,1954,0,98148,47.4366,-122.335,1290.0,8750.0
9528102996,2014-12-07,549000.0,3,1,1540.0,1044.0,3,NO,NONE,Average,8,1540.0,0.0,2014,0,98115,47.6765,-122.32,1580.0,3090.0
1189001180,2014-06-03,425000.0,3,2,1660.0,6000.0,1,NO,NONE,Average,7,1110.0,550.0,1979,0,98122,47.6113,-122.297,1440.0,4080.0
3253500160,2014-11-20,317625.0,3,2,2770.0,3809.0,1,NO,NONE,Very Good,7,1770.0,1000.0,1925,0,98144,47.5747,-122.304,1440.0,4000.0
3717000160,2014-10-09,287000.0,4,2,2240.0,4648.0,2,NO,NONE,Average,7,2240.0,0.0,2005,0,98001,47.3378,-122.257,2221.0,4557.0
1802000060,2014-06-12,1330000.0,5,2,3200.0,20158.0,1,NO,NONE,Average,8,1600.0,1600.0,1965,0,98004,47.6303,-122.215,3390.0,20158.0
1525059190,2014-09-12,1040000.0,5,3,4770.0,50094.0,1,NO,NONE,Good,11,3070.0,1700.0,1973,0,98005,47.6525,-122.16,3530.0,38917.0
1049000060,2015-01-05,325000.0,3,2,1260.0,5612.0,1,NO,NONE,Good,7,1260.0,0.0,1972,0,98034,47.7362,-122.179,1640.0,4745.0
8820901275,2014-06-10,571000.0,4,2,2750.0,7807.0,1,NO,NONE,Very Good,7,2250.0,500.0,1916,0,98125,47.7168,-122.287,1510.0,7807.0
3444100400,2015-03-16,349000.0,3,1,1790.0,50529.0,1,NO,NONE,Very Good,7,1090.0,700.0,1965,0,98042,47.3511,-122.073,1940.0,50529.0
3276920270,2014-11-05,832500.0,4,4,3430.0,35102.0,2,NO,NONE,Good,10,2390.0,1040.0,1986,0,98075,47.5822,-121.987,3240.0,35020.0
6300000287,2014-06-09,410000.0,3,1,1410.0,5060.0,1,NO,NONE,Good,7,910.0,500.0,1956,0,98133,47.7073,-122.34,1130.0,5693.0
1531000030,2015-03-23,720000.0,4,2,3450.0,39683.0,2,NO,NONE,Average,10,3450.0,,2002,0,98010,47.342,-122.025,3350.0,39750.0
5104520400,2014-12-02,390000.0,3,2,2350.0,5100.0,2,NO,NONE,Average,8,2350.0,0.0,2003,0,98038,47.3512,-122.008,2350.0,5363.0
7437100340,2014-12-22,360000.0,4,2,1900.0,5889.0,2,NO,NONE,Average,7,1900.0,0.0,1992,0,98038,47.349,-122.031,1870.0,6405.0
9418400240,2014-10-28,355000.0,2,1,2020.0,6720.0,1,NO,NONE,Average,7,1010.0,1010.0,1948,0,98118,47.5474,-122.291,1720.0,6720.0
1523059105,2015-01-28,356000.0,3,1,1680.0,8712.0,1,NO,NONE,Average,8,1680.0,0.0,1964,0,98059,47.4811,-122.149,1850.0,8797.0
1133000671,2014-06-02,315000.0,3,1,960.0,6634.0,1,NO,NONE,Average,6,960.0,0.0,1952,0,98125,47.7264,-122.31,1570.0,7203.0
4232902595,2014-11-14,940000.0,3,1,2140.0,3600.0,2,NO,NONE,Average,9,1900.0,240.0,1925,0,98119,47.6337,-122.365,2020.0,4800.0
2599001200,2014-11-03,305000.0,5,2,2660.0,8400.0,1,NO,NONE,Very Good,7,2660.0,0.0,1961,0,98092,47.2909,-122.189,1590.0,8165.0
2791500270,2014-05-22,243500.0,4,2,1980.0,7403.0,2,NO,NONE,Average,7,1980.0,0.0,1988,0,98023,47.2897,-122.372,1980.0,7510.0
5036300431,2015-03-11,1100000.0,5,2,3520.0,6353.0,2,NO,NONE,Good,10,3520.0,0.0,2001,0,98199,47.6506,-122.391,2520.0,6250.0
4168000060,2015-02-26,153000.0,3,1,1200.0,10500.0,1,NO,NONE,Average,7,1200.0,0.0,1962,0,98023,47.322,-122.351,1350.0,10500.0
6021501535,2014-07-25,430000.0,3,1,1580.0,5000.0,1,NO,NONE,Average,8,1290.0,290.0,1939,0,98117,47.687,-122.386,1570.0,4500.0
6021501535,2014-12-23,700000.0,3,1,1580.0,5000.0,1,NO,NONE,Average,8,1290.0,290.0,1939,0,98117,47.687,-122.386,1570.0,4500.0
1483300570,2014-09-08,905000.0,4,2,3300.0,10250.0,1,NO,NONE,Average,7,2390.0,910.0,1946,1991,98040,47.5873,-122.249,1950.0,6045.0
3422049190,2015-03-30,247500.0,3,1,1960.0,15681.0,1,NO,NONE,Average,7,1960.0,0.0,1967,0,98032,47.3576,-122.277,1750.0,15616.0
1099611230,2014-09-12,199000.0,4,1,1160.0,6400.0,1,NO,NONE,Good,7,1160.0,0.0,1975,0,98023,47.3036,-122.378,1160.0,6400.0
722079104,2014-07-11,314000.0,3,1,1810.0,41800.0,1,NO,NONE,Very Good,7,1210.0,600.0,1980,0,98038,47.4109,-121.958,1650.0,135036.0
7338200240,2014-05-16,437500.0,3,2,2320.0,36847.0,2,NO,AVERAGE,Average,9,2320.0,0.0,1992,0,98045,47.4838,-121.714,2550.0,35065.0
1952200240,2014-06-11,850830.0,3,2,2070.0,13241.0,1,NO,NONE,Very Good,9,1270.0,800.0,1910,0,98102,47.6415,-122.315,2200.0,4500.0
5200100125,2014-10-27,555000.0,3,2,1980.0,3478.0,1,NO,NONE,Good,7,1440.0,540.0,1929,0,98117,47.6775,-122.372,1610.0,3478.0
7214720075,2014-12-12,699950.0,3,2,2190.0,107593.0,2,NO,NONE,Good,8,2190.0,0.0,1983,0,98077,47.7731,-122.08,2570.0,47777.0
2450000295,2014-10-07,1090000.0,3,2,2920.0,8113.0,2,NO,NONE,Average,8,2920.0,0.0,1950,2010,98004,47.5814,-122.196,2370.0,8113.0
6197800045,2014-09-24,290000.0,3,1,1210.0,33919.0,1,NO,NONE,Average,7,1210.0,0.0,1954,0,98058,47.4375,-122.184,1640.0,14910.0
546000875,2014-05-23,460000.0,3,1,1670.0,4005.0,1,NO,NONE,Good,7,1170.0,500.0,1939,0,98117,47.6878,-122.38,1240.0,4005.0
3530510041,2014-07-23,188500.0,2,1,1240.0,2493.0,1,NO,NONE,Good,8,1240.0,0.0,1985,0,98198,47.3813,-122.322,1270.0,4966.0
1853000400,2015-03-05,680000.0,4,2,3140.0,28037.0,2,NO,NONE,Good,10,3140.0,0.0,1991,0,98077,47.7304,-122.082,2990.0,35001.0
3134100116,2014-08-27,470000.0,5,1,2030.0,12342.0,2,NO,NONE,Good,7,2030.0,0.0,1942,0,98052,47.6417,-122.109,2500.0,9433.0
3362400511,2015-03-04,570000.0,3,1,1260.0,3328.0,1,NO,NONE,Very Good,6,700.0,560.0,1905,0,98103,47.6823,-122.349,1380.0,3536.0
2525310310,2014-09-16,272500.0,3,1,1540.0,12600.0,1,NO,NONE,Good,7,1160.0,,1980,0,98038,47.3624,-122.031,1540.0,11656.0
6126500060,2014-11-24,329950.0,3,1,2080.0,5969.0,1,NO,AVERAGE,Average,7,1080.0,1000.0,1971,0,98108,47.5474,-122.295,2090.0,5500.0
3362400431,2014-06-26,518500.0,3,3,1590.0,1102.0,3,NO,NONE,Average,8,1590.0,0.0,2010,0,98103,47.6824,-122.347,1620.0,3166.0
4060000240,2014-06-23,205425.0,2,1,880.0,6780.0,1,NO,NONE,Good,6,880.0,0.0,1945,0,98178,47.5009,-122.248,1190.0,6780.0
1695900060,2015-05-11,535000.0,4,1,1610.0,2982.0,1,NO,NONE,Good,7,1610.0,0.0,1925,0,98144,47.587,-122.294,1610.0,4040.0
7278700070,2015-01-02,660000.0,3,2,2400.0,6474.0,1,NO,AVERAGE,Average,8,1560.0,840.0,1964,0,98177,47.7728,-122.386,2340.0,10856.0
3626039187,2015-04-06,395000.0,2,1,770.0,6000.0,1,NO,NONE,Average,6,770.0,0.0,1953,0,98117,47.6999,-122.364,1710.0,6000.0
3275860240,2014-06-18,770000.0,3,2,2910.0,10204.0,2,NO,NONE,Average,9,2910.0,0.0,1990,0,98052,47.6897,-122.098,2700.0,13992.0
4389200955,2015-03-02,1450000.0,4,2,2750.0,17789.0,1,NO,NONE,Average,8,1980.0,770.0,1914,1992,98004,47.6141,-122.212,3060.0,11275.0
3668000070,2015-01-05,212000.0,3,1,1060.0,7875.0,1,NO,NONE,Good,7,1060.0,0.0,1986,0,98092,47.2761,-122.152,1420.0,7680.0
9545240070,2015-04-28,660500.0,4,2,2010.0,9603.0,1,NO,NONE,Average,8,1440.0,570.0,1986,0,98027,47.5343,-122.054,2060.0,9793.0
1243100136,2014-06-12,784000.0,3,3,3950.0,111078.0,1,NO,NONE,Average,9,2460.0,1490.0,1989,0,98052,47.697,-122.072,2480.0,88500.0
8929000270,2014-05-12,453246.0,3,2,2010.0,2287.0,2,NO,NONE,Average,8,1390.0,620.0,2014,0,98029,47.5517,-121.998,1690.0,1662.0
2767602356,2015-01-26,675000.0,4,3,2140.0,2278.0,3,NO,NONE,Average,9,2140.0,0.0,2005,0,98107,47.6734,-122.38,1540.0,2285.0
3655000070,2014-08-05,220000.0,4,1,2020.0,7840.0,1,NO,NONE,Average,7,1010.0,1010.0,1968,0,98003,47.3309,-122.299,1750.0,8140.0
3992700335,2014-07-07,382500.0,2,1,1190.0,4440.0,1,NO,NONE,Average,6,1190.0,0.0,1981,0,98125,47.7135,-122.287,1060.0,5715.0
4232901525,2014-06-27,665000.0,2,1,1110.0,3200.0,1,NO,NONE,Average,7,1110.0,0.0,1925,0,98119,47.6338,-122.358,1170.0,3600.0
1432900240,2015-05-08,205000.0,3,1,1610.0,8579.0,1,NO,NONE,Good,7,1010.0,600.0,1962,0,98058,47.4563,-122.171,1610.0,8579.0
6071600370,2015-02-27,500000.0,4,2,2030.0,8517.0,1,NO,NONE,Good,8,1380.0,650.0,1961,0,98006,47.5495,-122.174,2230.0,8824.0
1526069017,2014-12-03,921500.0,4,2,3670.0,315374.0,2,NO,NONE,Good,9,3670.0,0.0,1994,0,98077,47.7421,-122.026,2840.0,87991.0
809001525,2014-06-25,890000.0,4,1,2550.0,4000.0,2,NO,NONE,Average,8,2370.0,180.0,1905,0,98109,47.6354,-122.353,2200.0,4000.0
3224079105,2014-08-06,430000.0,2,2,2420.0,60984.0,2,NO,NONE,Average,7,2420.0,0.0,2007,0,98027,47.5262,-121.943,1940.0,193842.0
8075400570,2014-10-30,258000.0,5,2,2260.0,12500.0,1,NO,NONE,Good,8,1130.0,1130.0,1960,0,98032,47.3887,-122.286,1360.0,18000.0
1994200024,2014-11-04,511000.0,3,1,1430.0,3455.0,1,NO,NONE,Average,7,980.0,450.0,1947,0,98103,47.6873,-122.336,1450.0,4599.0
3362900810,2014-08-20,532170.0,3,2,1360.0,3090.0,2,NO,NONE,Average,8,1360.0,0.0,1990,0,98103,47.6838,-122.353,1500.0,3090.0
1324300398,2015-04-09,560000.0,3,1,1110.0,5000.0,1,NO,NONE,Average,7,1110.0,0.0,1947,0,98107,47.655,-122.359,1420.0,5000.0
7855801670,2015-04-01,2250000.0,4,3,5180.0,19850.0,2,NO,GOOD,Average,12,3540.0,1640.0,2006,0,98006,47.562,-122.162,3160.0,9750.0
7920100045,2014-05-16,350000.0,1,1,700.0,5100.0,1,NO,NONE,Average,7,700.0,0.0,1942,0,98115,47.679,-122.3,1010.0,5100.0
8960000030,2014-07-28,215000.0,3,1,1180.0,7669.0,1,NO,NONE,Good,7,1180.0,0.0,1967,0,98058,47.4479,-122.176,1190.0,7669.0
6388930390,2014-11-20,650000.0,5,3,3960.0,25245.0,2,NO,NONE,Average,9,2500.0,1460.0,1996,0,98056,47.525,-122.172,2640.0,13675.0
8731900200,2014-08-07,320000.0,4,2,2640.0,7500.0,1,NO,NONE,Average,8,1620.0,1020.0,1967,0,98023,47.3135,-122.369,1980.0,7875.0
8029200135,2014-11-13,247000.0,3,2,1270.0,7198.0,1,NO,NONE,Average,7,1270.0,0.0,1916,2013,98022,47.2086,-121.996,1160.0,7198.0
1081200350,2014-10-03,320000.0,4,1,1760.0,11180.0,1,NO,NONE,Good,8,1760.0,0.0,1968,0,98059,47.4715,-122.118,1730.0,11180.0
84000105,2014-05-07,255000.0,5,2,2060.0,8632.0,1,NO,NONE,Average,7,1030.0,1030.0,1962,0,98146,47.4877,-122.335,1010.0,11680.0
3756500060,2015-03-09,438000.0,3,1,1780.0,9660.0,1,NO,NONE,Average,7,1780.0,0.0,1962,0,98034,47.7171,-122.193,1200.0,9660.0
7215720160,2015-03-04,900000.0,3,2,3400.0,16603.0,2,NO,NONE,Average,10,3400.0,0.0,2000,0,98075,47.6012,-122.023,3400.0,12601.0
3574800520,2014-06-20,441000.0,3,2,1910.0,7280.0,1,NO,NONE,Average,7,1160.0,750.0,1979,0,98034,47.7319,-122.224,1710.0,8152.0
2617300160,2014-08-12,420000.0,3,2,2020.0,38332.0,1,NO,NONE,Good,7,1010.0,1010.0,1975,0,98027,47.4582,-122.023,2110.0,36590.0
2558660270,2014-12-08,370000.0,3,1,1580.0,7000.0,1,NO,NONE,Average,7,1180.0,400.0,1976,0,98034,47.7209,-122.168,1640.0,7500.0
2009000370,2015-02-19,269950.0,2,1,1340.0,7250.0,1,NO,NONE,Very Good,5,700.0,640.0,1949,0,98198,47.408,-122.327,1830.0,9750.0
1836980160,2015-03-24,807100.0,4,2,2680.0,4499.0,2,NO,NONE,Average,9,2680.0,0.0,1999,0,98006,47.565,-122.125,2920.0,4500.0
3261020370,2014-06-05,653000.0,3,2,2680.0,9750.0,1,NO,NONE,Good,8,1610.0,1070.0,1979,0,98034,47.7028,-122.231,2480.0,8750.0
4330600435,2015-03-16,284000.0,3,1,1560.0,21000.0,1,NO,NONE,Average,7,1560.0,0.0,1954,0,98166,47.4776,-122.337,1070.0,7920.0
1762600070,2015-01-16,917500.0,4,2,3880.0,35003.0,2,NO,NONE,Average,10,2570.0,1310.0,1984,0,98033,47.6477,-122.182,3740.0,35230.0
1687900520,2014-09-29,673000.0,4,2,2590.0,8190.0,2,NO,NONE,Good,8,2590.0,0.0,1980,0,98006,47.5619,-122.125,2260.0,8335.0
7234600798,2015-02-10,425000.0,3,2,1120.0,1100.0,2,NO,NONE,Average,8,820.0,300.0,2008,0,98122,47.6106,-122.31,1590.0,1795.0
3881900445,2014-07-09,399950.0,5,2,1970.0,5400.0,1,NO,NONE,Average,7,1320.0,650.0,1986,0,98144,47.5868,-122.308,1280.0,2150.0
5437810320,2014-11-17,269950.0,3,1,1950.0,7560.0,1,NO,AVERAGE,Good,7,1320.0,630.0,1975,0,98022,47.1976,-121.999,1950.0,8941.0
3830630310,2014-07-25,260000.0,3,2,1670.0,5797.0,2,NO,NONE,Average,7,1670.0,0.0,1988,0,98030,47.3505,-122.179,1670.0,6183.0
8123100045,2015-04-14,470000.0,4,3,2380.0,5125.0,1,NO,NONE,Good,7,1680.0,700.0,1925,0,98126,47.5384,-122.376,1410.0,5375.0
6661200320,2014-07-23,163500.0,2,1,1050.0,3419.0,2,NO,NONE,Average,7,1050.0,0.0,1996,0,98038,47.3848,-122.039,1050.0,3417.0
11510310,2014-09-05,835000.0,4,2,3130.0,13412.0,2,NO,NONE,Average,9,2140.0,990.0,1993,0,98052,47.6993,-122.102,2260.0,9984.0
825059270,2014-11-21,1100000.0,5,3,4090.0,12850.0,1,NO,AVERAGE,Good,10,2090.0,2000.0,1986,0,98033,47.6627,-122.188,2540.0,10270.0
8731951370,2015-04-15,269000.0,4,1,1490.0,10000.0,1,NO,NONE,Good,8,1100.0,390.0,1969,0,98023,47.3099,-122.379,2190.0,8910.0
1115810060,2014-12-05,585188.0,3,2,2230.0,10026.0,1,NO,NONE,Average,8,1430.0,800.0,1975,0,98052,47.6647,-122.153,2230.0,9340.0
1432600560,2014-11-05,166950.0,3,1,1190.0,8820.0,1,NO,NONE,Average,6,1190.0,0.0,1959,0,98058,47.4616,-122.184,1230.0,7980.0
2287000060,2014-09-12,799000.0,3,2,2140.0,9897.0,1,NO,NONE,Good,8,2140.0,0.0,1959,0,98040,47.5505,-122.219,2680.0,10083.0
3663500060,2014-06-25,400000.0,3,2,2180.0,7508.0,1,NO,NONE,Good,7,1420.0,760.0,1962,0,98133,47.7606,-122.336,1900.0,7818.0
3996900125,2014-12-01,230000.0,3,1,1060.0,10228.0,1,NO,NONE,Average,7,1060.0,0.0,1948,0,98155,47.7481,-122.3,1570.0,10228.0
7796450200,2014-05-15,256883.0,3,2,1690.0,5025.0,2,NO,NONE,Average,8,1690.0,0.0,2003,0,98023,47.2779,-122.347,2550.0,5001.0
7549802535,2014-11-11,423000.0,4,2,1970.0,6480.0,1,NO,NONE,Very Good,7,1130.0,840.0,1920,0,98108,47.5511,-122.312,1500.0,6480.0
2824079053,2015-01-13,440000.0,3,2,1910.0,66211.0,2,NO,NONE,Average,7,1910.0,0.0,1997,0,98024,47.5385,-121.911,2330.0,67268.0
1222069094,2014-10-14,385000.0,3,1,1350.0,155073.0,1,NO,NONE,Good,7,1350.0,0.0,1969,0,98038,47.4058,-121.994,1560.0,50965.0
2222059065,2014-11-12,297000.0,3,2,1940.0,14952.0,2,NO,NONE,Average,8,1940.0,0.0,1994,0,98042,47.3777,-122.165,2030.0,10450.0
7551300060,2014-07-16,470000.0,3,1,1010.0,5000.0,1,NO,NONE,Average,7,1010.0,0.0,1952,0,98107,47.675,-122.394,1680.0,5000.0
100600550,2014-08-04,226500.0,3,1,1300.0,7370.0,1,NO,NONE,Good,7,900.0,400.0,1976,0,98023,47.3025,-122.37,1430.0,7500.0
3211100860,2015-03-03,274250.0,3,1,910.0,8450.0,1,NO,NONE,Good,6,910.0,0.0,1962,0,98059,47.4787,-122.158,1400.0,8040.0
9526600140,2014-09-19,677900.0,3,2,2440.0,4587.0,2,NO,NONE,Average,8,2440.0,0.0,2010,0,98052,47.7073,-122.114,2750.0,4587.0
1222000055,2014-11-23,180250.0,2,0,900.0,9600.0,1,NO,NONE,Average,6,900.0,0.0,1941,0,98166,47.4604,-122.339,1250.0,14280.0
6300000550,2014-07-17,464000.0,6,3,2300.0,3404.0,2,NO,NONE,Average,7,1600.0,700.0,1920,1994,98133,47.7067,-122.343,1560.0,1312.0
1025049114,2014-07-17,625504.0,3,2,1270.0,1566.0,2,NO,NONE,Average,8,1060.0,210.0,2014,0,98105,47.6647,-122.284,1160.0,1327.0
8677300550,2014-05-15,592500.0,4,2,2240.0,12032.0,1,NO,NONE,Average,9,2240.0,0.0,1983,0,98074,47.6143,-122.017,2520.0,12368.0
4014400292,2015-01-14,465000.0,3,2,2714.0,17936.0,2,NO,NONE,Average,9,2714.0,0.0,2005,0,98001,47.3185,-122.275,2590.0,18386.0
1102000196,2014-05-27,477000.0,4,2,1720.0,6270.0,2,NO,NONE,Average,8,1720.0,0.0,1978,0,98118,47.5458,-122.268,2130.0,8700.0
257000138,2015-01-15,280000.0,2,1,850.0,16400.0,1,NO,NONE,Average,6,850.0,0.0,1923,0,98168,47.4889,-122.299,1100.0,14459.0
1909600046,2014-07-03,445838.0,3,2,2250.0,5692.0,2,NO,NONE,Average,8,2250.0,,2000,0,98146,47.5133,-122.379,1320.0,5390.0
1250202145,2014-08-28,1070000.0,2,2,3900.0,14864.0,1,NO,GOOD,Average,8,1950.0,1950.0,1947,0,98144,47.5884,-122.291,2580.0,5184.0
7611200125,2014-10-23,467000.0,2,1,1320.0,10800.0,1,NO,NONE,Good,8,1320.0,0.0,1947,0,98177,47.7145,-122.367,2120.0,12040.0
5611500140,2014-08-22,686000.0,4,2,2760.0,6440.0,2,NO,NONE,Average,10,2760.0,0.0,1999,0,98075,47.5836,-122.026,3070.0,8127.0
7138000260,2014-06-05,279950.0,3,2,1750.0,9750.0,1,NO,NONE,Average,7,1350.0,400.0,1961,0,98198,47.398,-122.299,1900.0,10125.0
626059335,2014-09-04,527000.0,4,2,2330.0,19436.0,2,NO,NONE,Average,8,2330.0,0.0,1987,0,98011,47.7663,-122.215,1910.0,10055.0
1922059282,2014-09-18,325000.0,3,2,2220.0,16020.0,1,NO,NONE,Good,8,1780.0,440.0,1966,0,98030,47.3758,-122.217,2080.0,9583.0
